HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0017123	jg39601.t1	129232337	XM_054866488	GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0018812 [Name: 3-hydroxyacyl-CoA dehydratase activity]; GO:0030497 [Name: fatty acid elongation]; GO:0042761 [Name: very long-chain fatty acid biosynthetic process]; GO:0030148 [Name: sphingolipid biosynthetic process]	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like
N5.HOG0017344	GJZJ01024726.1	129220321	XM_054854724	-	nose resistant to fluoxetine protein 6-like
N5.HOG0017344	jg28720.t1	129220321	XM_054854724	-	nose resistant to fluoxetine protein 6-like
N5.HOG0017344	GJZJ01135601.1	129220715	XM_054855145	-	uncharacterized LOC129220715
N5.HOG0017344	jg10850.t1	129220715	XM_054855145	-	uncharacterized LOC129220715
N5.HOG0017346	jg10852.t1	129220321	XM_054854724	-	nose resistant to fluoxetine protein 6-like
N5.HOG0018516	jg11982.t1	129220152	XM_054854507	GO:0006508 [Name: proteolysis]; GO:0004252 [Name: serine-type endopeptidase activity]	serine proteinase stubble-like
N5.HOG0018516	GJZJ01177898.1	129220152	XM_054854507	GO:0006508 [Name: proteolysis]; GO:0004252 [Name: serine-type endopeptidase activity]	serine proteinase stubble-like
N5.HOG0018631	GJZJ01163381.1	129217666	XM_054851994	GO:0005524 [Name: ATP binding]; GO:0007052 [Name: mitotic spindle organization]; GO:0008017 [Name: microtubule binding]; GO:0003777 [Name: microtubule motor activity]; GO:0007018 [Name: microtubule-based movement]	kinesin-like protein KIF21A
N5.HOG0018631	jg37189.t1	129217666	XM_054851994	GO:0005524 [Name: ATP binding]; GO:0007052 [Name: mitotic spindle organization]; GO:0008017 [Name: microtubule binding]; GO:0003777 [Name: microtubule motor activity]; GO:0007018 [Name: microtubule-based movement]	kinesin-like protein KIF21A
N5.HOG0018973	GJZJ01219289.1	129223734	XM_054858090	GO:0005125 [Name: cytokine activity]; GO:0060395 [Name: SMAD protein signal transduction]; GO:0005615 [Name: extracellular space]; GO:0005576 [Name: extracellular region]; GO:0008083 [Name: growth factor activity]	glass bottom boat
N5.HOG0019438	jg11154.t1	129220755	XM_054855184	GO:0005515 [Name: protein binding]	BMP-binding endothelial regulator protein-like
N5.HOG0019438	GJZJ01034498.1	129220755	XM_054855184	GO:0005515 [Name: protein binding]	BMP-binding endothelial regulator protein-like
N5.HOG0020382	jg5993.t1	129228213	XM_054862876	GO:0005737 [Name: cytoplasm]; GO:0008593 [Name: regulation of Notch signaling pathway]; GO:0005886 [Name: plasma membrane]; GO:0045159 [Name: myosin II binding]; GO:0050708 [Name: regulation of protein secretion]; GO:0019905 [Name: syntaxin binding]; GO:0030866 [Name: cortical actin cytoskeleton organization]; GO:0032878 [Name: regulation of establishment or maintenance of cell polarity]; GO:0005096 [Name: GTPase activator activity]; GO:0030864 [Name: cortical actin cytoskeleton]; GO:0051294 [Name: establishment of spindle orientation]	lethal(2) giant larvae protein homolog 1-like
N5.HOG0020382	GJZJ01088110.1	129228213	XM_054862876	GO:0005737 [Name: cytoplasm]; GO:0008593 [Name: regulation of Notch signaling pathway]; GO:0005886 [Name: plasma membrane]; GO:0045159 [Name: myosin II binding]; GO:0050708 [Name: regulation of protein secretion]; GO:0019905 [Name: syntaxin binding]; GO:0030866 [Name: cortical actin cytoskeleton organization]; GO:0032878 [Name: regulation of establishment or maintenance of cell polarity]; GO:0005096 [Name: GTPase activator activity]; GO:0030864 [Name: cortical actin cytoskeleton]; GO:0051294 [Name: establishment of spindle orientation]	lethal(2) giant larvae protein homolog 1-like
N5.HOG0020583	GJZJ01107388.1	129228205	XM_054862872	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0007420 [Name: brain development]; GO:0005634 [Name: nucleus]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	POU domain, class 3, transcription factor 4-like
N5.HOG0020583	jg6117.t1	129228205	XM_054862872	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0007420 [Name: brain development]; GO:0005634 [Name: nucleus]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	POU domain, class 3, transcription factor 4-like
N5.HOG0020712	GJZJ01101166.1	129224581	XM_054859064	GO:0009311 [Name: oligosaccharide metabolic process]; GO:0046477 [Name: glycosylceramide catabolic process]; GO:0004557 [Name: alpha-galactosidase activity]; GO:0005737 [Name: cytoplasm]; GO:0016139 [Name: glycoside catabolic process]	alpha-N-acetylgalactosaminidase-like
N5.HOG0021385	GJZJ01273004.1	129231278	XM_054865564	-	atos homolog protein A-like
N5.HOG0021385	jg13465.t1	129231278	XM_054865564	-	atos homolog protein A-like
N5.HOG0021496	jg44083.t3	129230062	XM_054864451	GO:0005886 [Name: plasma membrane]	band 7 protein AGAP004871-like
N5.HOG0021928	GJZJ01159507.1	129224121	XM_054858531	GO:0005509 [Name: calcium ion binding]; GO:0007275 [Name: multicellular organism development]; GO:0032991 [Name: macromolecular complex]; GO:0007157 [Name: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules]; GO:0007154 [Name: cell communication]; GO:0045197 [Name: establishment or maintenance of epithelial cell apical/basal polarity]; GO:0007219 [Name: Notch signaling pathway]; GO:0005886 [Name: plasma membrane]	delta-like protein C
N5.HOG0021928	jg30664.t1	129224121	XM_054858531	GO:0005509 [Name: calcium ion binding]; GO:0007275 [Name: multicellular organism development]; GO:0032991 [Name: macromolecular complex]; GO:0007157 [Name: heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules]; GO:0007154 [Name: cell communication]; GO:0045197 [Name: establishment or maintenance of epithelial cell apical/basal polarity]; GO:0007219 [Name: Notch signaling pathway]; GO:0005886 [Name: plasma membrane]	delta-like protein C
N5.HOG0021941	GJZJ01016997.1	129229211	XM_054863476	GO:0005886 [Name: plasma membrane]; GO:0008286 [Name: insulin receptor signaling pathway]; GO:0005829 [Name: cytosol]; GO:0043548 [Name: phosphatidylinositol 3-kinase binding]; GO:0005158 [Name: insulin receptor binding]	insulin receptor substrate 2-B-like
N5.HOG0022085	jg7220.t1	129228510	XM_054863190	GO:0006369 [Name: termination of RNA polymerase II transcription]; GO:0004386 [Name: helicase activity]; GO:0001147 [Name: transcription termination site sequence-specific DNA binding]; GO:0005515 [Name: protein binding]; GO:0016604 [Name: nuclear body]	probable helicase senataxin
N5.HOG0022085	GJZJ01129063.1	129228510	XM_054863190	GO:0006369 [Name: termination of RNA polymerase II transcription]; GO:0004386 [Name: helicase activity]; GO:0001147 [Name: transcription termination site sequence-specific DNA binding]; GO:0005515 [Name: protein binding]; GO:0016604 [Name: nuclear body]	probable helicase senataxin
N5.HOG0022784	GJZJ01038458.1	129228402	XM_054863080	GO:0005525 [Name: GTP binding]; GO:0005886 [Name: plasma membrane]; GO:0003924 [Name: GTPase activity]; GO:0005246 [Name: calcium channel regulator activity]	GTP-binding protein REM 1-like
N5.HOG0023120	GJZJ01094244.1	129228628	XM_054863310	GO:0016020 [Name: membrane]	solute carrier family 35 member G1-like
N5.HOG0023120	jg7988.t1	129228628	XM_054863310	GO:0016020 [Name: membrane]	solute carrier family 35 member G1-like
N5.HOG0023685	GJZJ01194945.1	129222213	XM_054856690	GO:0006139 [Name: nucleobase-containing compound metabolic process]; GO:0003676 [Name: nucleic acid binding]; GO:0008408 [Name: 3'-5' exonuclease activity]	exonuclease mut-7 homolog
N5.HOG0023967	jg3794.t1	129226818	XM_054861445	GO:0003676 [Name: nucleic acid binding]; GO:0007165 [Name: signal transduction]; GO:0060090 [Name: binding, bridging]	A-kinase anchor protein 9-like
N5.HOG0023967	GJZJ01010057.1	129226818	XM_054861445	GO:0003676 [Name: nucleic acid binding]; GO:0007165 [Name: signal transduction]; GO:0060090 [Name: binding, bridging]	A-kinase anchor protein 9-like
N5.HOG0023967	jg3794.t2	129226818	XM_054861445	GO:0003676 [Name: nucleic acid binding]; GO:0007165 [Name: signal transduction]; GO:0060090 [Name: binding, bridging]	A-kinase anchor protein 9-like
N5.HOG0023967	jg3794.t3	129226818	XM_054861445	GO:0003676 [Name: nucleic acid binding]; GO:0007165 [Name: signal transduction]; GO:0060090 [Name: binding, bridging]	A-kinase anchor protein 9-like
N5.HOG0023969	GJZJ01142699.1	129226818	XM_054861445	GO:0003676 [Name: nucleic acid binding]; GO:0007165 [Name: signal transduction]; GO:0060090 [Name: binding, bridging]	A-kinase anchor protein 9-like
N5.HOG0024458	GJZJ01200103.1	129228234	XM_054862900	-	uncharacterized LOC129228234
N5.HOG0024597	jg10516.t1	129220658	XM_054855087	GO:0008270 [Name: zinc ion binding]; GO:0004222 [Name: metalloendopeptidase activity]; GO:0006508 [Name: proteolysis]; GO:0005509 [Name: calcium ion binding]	tolloid-like protein 1
N5.HOG0024597	GJZJ01032630.1	129220658	XM_054855087	GO:0008270 [Name: zinc ion binding]; GO:0004222 [Name: metalloendopeptidase activity]; GO:0006508 [Name: proteolysis]; GO:0005509 [Name: calcium ion binding]	tolloid-like protein 1
N5.HOG0024606	jg10519.t1	129220658	XM_054855087	GO:0008270 [Name: zinc ion binding]; GO:0004222 [Name: metalloendopeptidase activity]; GO:0006508 [Name: proteolysis]; GO:0005509 [Name: calcium ion binding]	tolloid-like protein 1
N5.HOG0024811	jg35615.t1	129217371	XM_054851660	GO:0030509 [Name: BMP signaling pathway]; GO:0007179 [Name: transforming growth factor beta receptor signaling pathway]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0060395 [Name: SMAD protein signal transduction]; GO:0009653 [Name: anatomical structure morphogenesis]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0071144 [Name: SMAD2-SMAD3 protein complex]; GO:0030154 [Name: cell differentiation]; GO:0070411 [Name: I-SMAD binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	Mothers against dpp
N5.HOG0024811	GJZJ01120752.1	129217371	XM_054851660	GO:0030509 [Name: BMP signaling pathway]; GO:0007179 [Name: transforming growth factor beta receptor signaling pathway]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0060395 [Name: SMAD protein signal transduction]; GO:0009653 [Name: anatomical structure morphogenesis]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0071144 [Name: SMAD2-SMAD3 protein complex]; GO:0030154 [Name: cell differentiation]; GO:0070411 [Name: I-SMAD binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	Mothers against dpp
N5.HOG0024943	jg13452.t1	129231586	XM_054865943	GO:0006338 [Name: chromatin remodeling]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]	uncharacterized LOC129231586
N5.HOG0024943	GJZJ01260395.1	129231586	XM_054865943	GO:0006338 [Name: chromatin remodeling]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]	uncharacterized LOC129231586
N5.HOG0024943	jg1418.t1	129232822	XM_054866920	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006338 [Name: chromatin remodeling]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	uncharacterized LOC129232822
N5.HOG0024943	GJZJ01186205.1	129232822	XM_054866920	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006338 [Name: chromatin remodeling]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	uncharacterized LOC129232822
N5.HOG0024944	jg13457.t1	129231586	XM_054865943	GO:0006338 [Name: chromatin remodeling]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]	uncharacterized LOC129231586
N5.HOG0025053	jg43612.t1	129229540	XM_054863863	GO:0050919 [Name: negative chemotaxis]; GO:0071526 [Name: semaphorin-plexin signaling pathway]; GO:0030335 [Name: positive regulation of cell migration]; GO:0045499 [Name: chemorepellent activity]; GO:0030215 [Name: semaphorin receptor binding]; GO:0048843 [Name: negative regulation of axon extension involved in axon guidance]; GO:0001755 [Name: neural crest cell migration]; GO:0005615 [Name: extracellular space]; GO:0007411 [Name: axon guidance]	semaphorin-2A-like
N5.HOG0025053	GJZJ01260889.1	129229540	XM_054863863	GO:0050919 [Name: negative chemotaxis]; GO:0071526 [Name: semaphorin-plexin signaling pathway]; GO:0030335 [Name: positive regulation of cell migration]; GO:0045499 [Name: chemorepellent activity]; GO:0030215 [Name: semaphorin receptor binding]; GO:0048843 [Name: negative regulation of axon extension involved in axon guidance]; GO:0001755 [Name: neural crest cell migration]; GO:0005615 [Name: extracellular space]; GO:0007411 [Name: axon guidance]	semaphorin-2A-like
N5.HOG0025333	GJZJ01008783.1	129224113	XM_054858541	-	uncharacterized LOC129224113
N5.HOG0025333	jg27407.t1	129224113	XM_054858525	-	uncharacterized LOC129224113
N5.HOG0025577	jg40338.t1	129230599	XR_008581155	-	uncharacterized LOC129230599
N5.HOG0025599	GJZJ01092202.1	129225884	XM_054860414	GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]	zinc finger protein Xfin-like
N5.HOG0026569	GJZJ01039019.1	129229382	XM_054863675	GO:0055085 [Name: transmembrane transport]; GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]	facilitated trehalose transporter Tret1-like
N5.HOG0026569	GJZJ01190983.1	129224327	XM_054858764	GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]; GO:0022857 [Name: transmembrane transporter activity]	facilitated trehalose transporter Tret1-like
N5.HOG0026722	jg11539.t1	129219726	XM_054854014	GO:0006814 [Name: sodium ion transport]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]; GO:0015293 [Name: symporter activity]	putative sodium-dependent multivitamin transporter
N5.HOG0026722	GJZJ01019608.1	129219726	XM_054854014	GO:0006814 [Name: sodium ion transport]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]; GO:0015293 [Name: symporter activity]	putative sodium-dependent multivitamin transporter
N5.HOG0026777	jg39242.t1	129230733	XM_054865154	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0046983 [Name: protein dimerization activity]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]	protein trachealess-like
N5.HOG0026797	GJZJ01176183.1	129230733	XM_054865154	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0046983 [Name: protein dimerization activity]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]	protein trachealess-like
N5.HOG0026799	jg39239.t1	129230733	XM_054865154	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0046983 [Name: protein dimerization activity]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]	protein trachealess-like
N5.HOG0027205	GJZJ01102497.1	129220246	XM_054854614	GO:0008286 [Name: insulin receptor signaling pathway]; GO:0046854 [Name: phosphatidylinositol phosphorylation]; GO:0046935 [Name: 1-phosphatidylinositol-3-kinase regulator activity]; GO:0005942 [Name: phosphatidylinositol 3-kinase complex]	phosphatidylinositol 3-kinase regulatory subunit gamma-like
N5.HOG0027246	jg40557.t1	129230682	XM_054865100	GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0005515 [Name: protein binding]; GO:0016020 [Name: membrane]	protein toll-like
N5.HOG0027246	GJZJ01070278.1	129230682	XM_054865100	GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0005515 [Name: protein binding]; GO:0016020 [Name: membrane]	protein toll-like
N5.HOG0027246	GJZJ01199263.1	129229907	XM_054864288	GO:0016020 [Name: membrane]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]	protein toll-like
N5.HOG0027246	jg44078.t1	129229907	XM_054864288	GO:0016020 [Name: membrane]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]	protein toll-like
N5.HOG0027314	GJZJ01053455.1	129225789	XM_054860299	GO:0031012 [Name: extracellular matrix]; GO:0007155 [Name: cell adhesion]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	spondin-1-like
N5.HOG0027314	jg4613.t1	129225638	XM_054860106	GO:0031012 [Name: extracellular matrix]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]; GO:0007155 [Name: cell adhesion]	spondin-1-like
N5.HOG0027314	GJZJ01202068.1	129225638	XM_054860106	GO:0031012 [Name: extracellular matrix]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]; GO:0007155 [Name: cell adhesion]	spondin-1-like
N5.HOG0028630	GJZJ01136435.1	129219697	XM_054853980	GO:0005509 [Name: calcium ion binding]; GO:0047498 [Name: calcium-dependent phospholipase A2 activity]; GO:0006644 [Name: phospholipid metabolic process]; GO:0005543 [Name: phospholipid binding]; GO:0016042 [Name: lipid catabolic process]; GO:0050482 [Name: arachidonic acid secretion]	neutral phospholipase A2 3-like
N5.HOG0028752	jg655.t1	129233447	XM_054867473	GO:0051726 [Name: regulation of cell cycle]	CDK5 and ABL1 enzyme substrate 1-like
N5.HOG0028752	GJZJ01183590.1	129233447	XM_054867473	GO:0051726 [Name: regulation of cell cycle]	CDK5 and ABL1 enzyme substrate 1-like
N5.HOG0028752	jg7488.t1	129228030	XM_054862656	GO:0051726 [Name: regulation of cell cycle]	CDK5 and ABL1 enzyme substrate 1-like
N5.HOG0029016	jg2673.t1	129226679	XM_054861309	-	centrosomal protein of 83 kDa-like
N5.HOG0029022	GJZJ01022911.1	129223843	XM_054858207	GO:0017059 [Name: serine C-palmitoyltransferase complex]; GO:0046512 [Name: sphingosine biosynthetic process]; GO:0004758 [Name: serine C-palmitoyltransferase activity]; GO:0030170 [Name: pyridoxal phosphate binding]; GO:0046513 [Name: ceramide biosynthetic process]	serine palmitoyltransferase 2-like
N5.HOG0029083	jg22659.t2	129222627	XM_054857153	GO:0005634 [Name: nucleus]; GO:0010468 [Name: regulation of gene expression]; GO:0005737 [Name: cytoplasm]; GO:0007399 [Name: nervous system development]; GO:0003730 [Name: mRNA 3'-UTR binding]; GO:0005829 [Name: cytosol]	insulin-like growth factor 2 mRNA-binding protein 2
N5.HOG0029083	GJZJ01049452.1	129222627	XM_054857155	GO:0005634 [Name: nucleus]; GO:0010468 [Name: regulation of gene expression]; GO:0005737 [Name: cytoplasm]; GO:0007399 [Name: nervous system development]; GO:0003730 [Name: mRNA 3'-UTR binding]; GO:0005829 [Name: cytosol]	insulin-like growth factor 2 mRNA-binding protein 2
N5.HOG0029695	jg27191.t1	129217585	XM_054851915	-	uncharacterized LOC129217585
N5.HOG0030172	GJZJ01163851.1	129229570	XM_054863906	GO:0005794 [Name: Golgi apparatus]	polypeptide N-acetylgalactosaminyltransferase 13-like
N5.HOG0030172	jg24420.t1	129229570	XM_054863906	GO:0005794 [Name: Golgi apparatus]	polypeptide N-acetylgalactosaminyltransferase 13-like
N5.HOG0030279	GJZJ01217026.1	129228677	XM_054863360	GO:0005765 [Name: lysosomal membrane]; GO:0005886 [Name: plasma membrane]; GO:0072345 [Name: NAADP-sensitive calcium-release channel activity]	mucolipin-3-like
N5.HOG0030307	jg19146.t1	129219340	XM_054853704	GO:0003924 [Name: GTPase activity]; GO:0005525 [Name: GTP binding]; GO:0007264 [Name: small GTPase mediated signal transduction]	ras-like GTP-binding protein RHO
