HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0006405	jg35662.t1	129216055	XM_054850198	GO:0004672 [Name: protein kinase activity]; GO:0007283 [Name: spermatogenesis]; GO:0005524 [Name: ATP binding]; GO:0006468 [Name: protein phosphorylation]	serine/threonine-protein kinase 31-like
N5.HOG0007267	jg20197.t1	129222850	XM_054857403	GO:0006879 [Name: cellular iron ion homeostasis]; GO:0005515 [Name: protein binding]	F-box/LRR-repeat protein 5-like
N5.HOG0007849	GJZJ01068806.1	129221876	XM_054856243	GO:0016747 [Name: transferase activity, transferring acyl groups other than amino-acyl groups]	nose resistant to fluoxetine protein 6-like
N5.HOG0008816	jg8185.t4	129227546	XM_054862124	GO:0005509 [Name: calcium ion binding]	neurogenic locus notch homolog protein 1-like
N5.HOG0008881	jg22654.t1	129233526	XM_054867538	GO:0005515 [Name: protein binding]; GO:0042254 [Name: ribosome biogenesis]; GO:0030687 [Name: preribosome, large subunit precursor]	ribosome biogenesis protein WDR12 homolog
N5.HOG0009118	GJZJ01034614.1	129220293	XM_054854689	GO:0000278 [Name: mitotic cell cycle]; GO:0005200 [Name: structural constituent of cytoskeleton]; GO:0005874 [Name: microtubule]; GO:0005525 [Name: GTP binding]; GO:0000226 [Name: microtubule cytoskeleton organization]; GO:0005737 [Name: cytoplasm]	tubulin alpha-8 chain-like
N5.HOG0009212	jg39337.t1	129230739	XM_054865165	GO:0005730 [Name: nucleolus]; GO:0003723 [Name: RNA binding]; GO:0032040 [Name: small-subunit processome]	KRR1 small subunit processome component homolog dbe
N5.HOG0009223	jg7311.t1	129228232	XM_054862897	GO:0006508 [Name: proteolysis]; GO:0070006 [Name: metalloaminopeptidase activity]; GO:0030145 [Name: manganese ion binding]; GO:0005737 [Name: cytoplasm]	cytosol aminopeptidase-like
N5.HOG0009425	GJZJ01129397.1	129228048	XM_054862682	GO:0007165 [Name: signal transduction]; GO:0005096 [Name: GTPase activator activity]; GO:0090630 [Name: activation of GTPase activity]	rho GTPase-activating protein 45-like
N5.HOG0010498	jg9324.t1	129221388	XM_054855860	GO:0012505 [Name: endomembrane system]; GO:0016020 [Name: membrane]	putative lipid scramblase CLPTM1
N5.HOG0010536	jg39236.t1	129229791	XM_054864165	GO:0005634 [Name: nucleus]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	zinc finger protein 26-like
N5.HOG0010637	jg27255.t1	129217716	XM_054852055	GO:0008270 [Name: zinc ion binding]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0045165 [Name: cell fate commitment]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]	GATA zinc finger domain-containing protein 7-like
N5.HOG0010646	GJZJ01239293.1	129227526	XM_054862101	GO:0038023 [Name: signaling receptor activity]	macrophage mannose receptor 1-like
N5.HOG0010646	jg5912.t1	129227526	XM_054862101	GO:0038023 [Name: signaling receptor activity]	macrophage mannose receptor 1-like
N5.HOG0010647	GJZJ01090090.1	129216033	XM_054850179	GO:0038023 [Name: signaling receptor activity]	macrophage mannose receptor 1-like
N5.HOG0010659	GJZJ01029433.1	129216754	XM_054850971	GO:0038023 [Name: signaling receptor activity]	uncharacterized LOC129216754
N5.HOG0010817	GJZJ01174913.1	129228040	XM_054862670	-	uncharacterized LOC129228040
N5.HOG0010817	jg8463.t1	129228040	XM_054862670	-	uncharacterized LOC129228040
N5.HOG0010817	GJZJ01153703.1	129228040	XM_054862670	-	uncharacterized LOC129228040
N5.HOG0011719	jg58.t1	129232334	XM_054866486	GO:0005525 [Name: GTP binding]; GO:0003924 [Name: GTPase activity]	ras-related protein Rab-1A-like
N5.HOG0011852	GJZJ01208948.1	129235117	XM_054868806	GO:0004768 [Name: stearoyl-CoA 9-desaturase activity]; GO:0006636 [Name: unsaturated fatty acid biosynthetic process]; GO:0005506 [Name: iron ion binding]; GO:0005789 [Name: endoplasmic reticulum membrane]	acyl-CoA desaturase-like
N5.HOG0012052	jg42656.t1	129230625	XM_054865040	GO:0005581 [Name: collagen trimer]; GO:0005201 [Name: extracellular matrix structural constituent]	collagen alpha-2(IV) chain-like
N5.HOG0012052	GJZJ01116330.1	129230625	XM_054865040	GO:0005581 [Name: collagen trimer]; GO:0005201 [Name: extracellular matrix structural constituent]	collagen alpha-2(IV) chain-like
N5.HOG0012814	GJZJ01153898.1	129229368	XM_054863660	GO:0034975 [Name: protein folding in endoplasmic reticulum]; GO:0072546 [Name: ER membrane protein complex]; GO:0005515 [Name: protein binding]	ER membrane protein complex subunit 2-like
N5.HOG0012875	jg2089.t1	129226631	XM_054861261	GO:0004021 [Name: L-alanine:2-oxoglutarate aminotransferase activity]; GO:0030170 [Name: pyridoxal phosphate binding]; GO:0009058 [Name: biosynthetic process]	alanine aminotransferase 2-like
N5.HOG0012875	GJZJ01038323.1	129226631	XM_054861261	GO:0004021 [Name: L-alanine:2-oxoglutarate aminotransferase activity]; GO:0030170 [Name: pyridoxal phosphate binding]; GO:0009058 [Name: biosynthetic process]	alanine aminotransferase 2-like
N5.HOG0013778	GJZJ01158675.1	129224428	XM_054858878	GO:0005737 [Name: cytoplasm]	SEC14-like protein 2
N5.HOG0013778	GJZJ01237940.1	129224698	XM_054859245	GO:0005737 [Name: cytoplasm]	SEC14-like protein 3
N5.HOG0013778	GJZJ01027899.1	129224553	XM_054859029	GO:0005737 [Name: cytoplasm]	SEC14-like protein 4
N5.HOG0013778	jg31325.t1	129224111	XM_054858520	GO:0005737 [Name: cytoplasm]	SEC14-like protein 4
N5.HOG0013778	GJZJ01089946.1	129224111	XM_054858520	GO:0005737 [Name: cytoplasm]	SEC14-like protein 4
N5.HOG0013778	GJZJ01183551.1	129224430	XM_054858884	GO:0005737 [Name: cytoplasm]	SEC14-like protein 2
N5.HOG0013778	GJZJ01277421.1	129224409	XM_054858858	GO:0005737 [Name: cytoplasm]	SEC14-like protein 2
N5.HOG0014148	GJZJ01105962.1	129231666	XM_054866031	GO:0060070 [Name: canonical Wnt signaling pathway]; GO:0005125 [Name: cytokine activity]; GO:0005109 [Name: frizzled binding]; GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]; GO:0007275 [Name: multicellular organism development]; GO:0030182 [Name: neuron differentiation]; GO:0045165 [Name: cell fate commitment]	protein Wnt-5b-like
N5.HOG0014651	GJZJ01121723.1	129227253	XM_054861771	GO:0005509 [Name: calcium ion binding]	neurogenic locus notch homolog protein 1-like
N5.HOG0014651	jg8189.t1	129227253	XM_054861771	GO:0005509 [Name: calcium ion binding]	neurogenic locus notch homolog protein 1-like
N5.HOG0014835	GJZJ01196782.1	129220112	XM_054854454	GO:0003723 [Name: RNA binding]; GO:0005737 [Name: cytoplasm]	heterogeneous nuclear ribonucleoprotein 27C-like
N5.HOG0014835	jg10617.t1	129220112	XM_054854452	GO:0003723 [Name: RNA binding]; GO:0005737 [Name: cytoplasm]	heterogeneous nuclear ribonucleoprotein 27C-like
N5.HOG0014839	GJZJ01064778.1	129226052	XM_054860632	GO:0005737 [Name: cytoplasm]; GO:0003723 [Name: RNA binding]	heterogeneous nuclear ribonucleoprotein 27C-like
N5.HOG0015039	jg23464.t1	129223329	XM_054857896	GO:0004867 [Name: serine-type endopeptidase inhibitor activity]; GO:0005615 [Name: extracellular space]	intracellular coagulation inhibitor 1-like
N5.HOG0015039	jg23462.t1	129222854	XM_054857407	GO:0005615 [Name: extracellular space]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	intracellular coagulation inhibitor 2-like
N5.HOG0015039	jg23463.t1	129222854	XM_054857407	GO:0005615 [Name: extracellular space]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	intracellular coagulation inhibitor 2-like
N5.HOG0015277	jg10020.t1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015277	jg10020.t2	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015277	GJZJ01219657.1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015285	GJZJ01091254.1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015286	GJZJ01061194.1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015303	GJZJ01130057.1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015318	GJZJ01124256.1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015323	GJZJ01240241.1	129221107	XM_054855554	GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0006470 [Name: protein dephosphorylation]; GO:0005515 [Name: protein binding]	tyrosine-protein phosphatase Lar-like
N5.HOG0015818	jg44352.t1	129229474	XM_054863788	GO:0004222 [Name: metalloendopeptidase activity]; GO:0005886 [Name: plasma membrane]; GO:0016485 [Name: protein processing]	neprilysin-2-like
N5.HOG0015818	GJZJ01234109.1	129229474	XM_054863788	GO:0004222 [Name: metalloendopeptidase activity]; GO:0005886 [Name: plasma membrane]; GO:0016485 [Name: protein processing]	neprilysin-2-like
N5.HOG0015944	GJZJ01246652.1	129229561	XM_054863888	GO:0006486 [Name: protein glycosylation]; GO:0016020 [Name: membrane]; GO:0046920 [Name: alpha-(1->3)-fucosyltransferase activity]; GO:0036065 [Name: fucosylation]	alpha-(1,3)-fucosyltransferase C-like
N5.HOG0016909	GJZJ01249029.1	129230748	XM_054865180	GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	gastrula zinc finger protein XlCGF57.1-like
N5.HOG0016910	GJZJ01124814.1	129230748	XM_054865179	GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	gastrula zinc finger protein XlCGF57.1-like
N5.HOG0016911	GJZJ01156281.1	129230748	XM_054865181	GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	gastrula zinc finger protein XlCGF57.1-like
N5.HOG0017123	jg39601.t1	129232337	XM_054866488	GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0018812 [Name: 3-hydroxyacyl-CoA dehydratase activity]; GO:0030497 [Name: fatty acid elongation]; GO:0042761 [Name: very long-chain fatty acid biosynthetic process]; GO:0030148 [Name: sphingolipid biosynthetic process]	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like
N5.HOG0017305	jg4561.t1	129226923	XM_054861552	-	uncharacterized LOC129226923
N5.HOG0017305	GJZJ01148134.1	129226923	XM_054861552	-	uncharacterized LOC129226923
N5.HOG0017344	GJZJ01024726.1	129220321	XM_054854724	-	nose resistant to fluoxetine protein 6-like
N5.HOG0017344	jg28720.t1	129220321	XM_054854724	-	nose resistant to fluoxetine protein 6-like
N5.HOG0017344	GJZJ01135601.1	129220715	XM_054855145	-	uncharacterized LOC129220715
N5.HOG0017344	jg10850.t1	129220715	XM_054855145	-	uncharacterized LOC129220715
N5.HOG0017346	jg10852.t1	129220321	XM_054854724	-	nose resistant to fluoxetine protein 6-like
N5.HOG0017369	GJZJ01056068.1	129221938	XM_054856321	GO:0006869 [Name: lipid transport]; GO:0008289 [Name: lipid binding]; GO:0016020 [Name: membrane]; GO:0005576 [Name: extracellular region]; GO:0042157 [Name: lipoprotein metabolic process]	uncharacterized LOC129221938
N5.HOG0017369	jg23017.t1	129221938	XM_054856321	GO:0006869 [Name: lipid transport]; GO:0008289 [Name: lipid binding]; GO:0016020 [Name: membrane]; GO:0005576 [Name: extracellular region]; GO:0042157 [Name: lipoprotein metabolic process]	uncharacterized LOC129221938
N5.HOG0017655	GJZJ01279975.1	129218559	XM_054852864	GO:0004806 [Name: triglyceride lipase activity]; GO:0005515 [Name: protein binding]; GO:0006629 [Name: lipid metabolic process]	pancreatic lipase-related protein 2-like
N5.HOG0017655	GJZJ01165508.1	129219216	XM_054853539	GO:0004806 [Name: triglyceride lipase activity]; GO:0005515 [Name: protein binding]; GO:0006629 [Name: lipid metabolic process]	pancreatic lipase-related protein 2-like
N5.HOG0017829	jg19001.t1	129218398	XM_054852649	GO:0016485 [Name: protein processing]; GO:0005802 [Name: trans-Golgi network]; GO:0000139 [Name: Golgi membrane]; GO:0004252 [Name: serine-type endopeptidase activity]	furin-like protease 2
N5.HOG0018485	GJZJ01227453.1	129224009	XM_054858404	GO:0005654 [Name: nucleoplasm]; GO:1990904 [Name: ribonucleoprotein complex]; GO:0043484 [Name: regulation of RNA splicing]; GO:0003723 [Name: RNA binding]	heterogeneous nuclear ribonucleoprotein H2-like
N5.HOG0018516	jg11982.t1	129220152	XM_054854507	GO:0006508 [Name: proteolysis]; GO:0004252 [Name: serine-type endopeptidase activity]	serine proteinase stubble-like
N5.HOG0018516	GJZJ01177898.1	129220152	XM_054854507	GO:0006508 [Name: proteolysis]; GO:0004252 [Name: serine-type endopeptidase activity]	serine proteinase stubble-like
N5.HOG0018588	GJZJ01012785.1	129217350	XM_054851635	-	uncharacterized LOC129217350
N5.HOG0018588	jg34329.t1	129217350	XM_054851635	-	uncharacterized LOC129217350
N5.HOG0018588	GJZJ01112328.1	129217293	XM_054851568	-	uncharacterized LOC129217293
N5.HOG0018588	GJZJ01235599.1	129217129	XM_054851387	-	uncharacterized LOC129217129
N5.HOG0018588	GJZJ01109682.1	129218468	XM_054852747	-	uncharacterized LOC129218468
N5.HOG0018631	GJZJ01163381.1	129217666	XM_054851994	GO:0005524 [Name: ATP binding]; GO:0007052 [Name: mitotic spindle organization]; GO:0008017 [Name: microtubule binding]; GO:0003777 [Name: microtubule motor activity]; GO:0007018 [Name: microtubule-based movement]	kinesin-like protein KIF21A
N5.HOG0018631	jg37189.t1	129217666	XM_054851994	GO:0005524 [Name: ATP binding]; GO:0007052 [Name: mitotic spindle organization]; GO:0008017 [Name: microtubule binding]; GO:0003777 [Name: microtubule motor activity]; GO:0007018 [Name: microtubule-based movement]	kinesin-like protein KIF21A
N5.HOG0018973	GJZJ01219289.1	129223734	XM_054858090	GO:0005125 [Name: cytokine activity]; GO:0060395 [Name: SMAD protein signal transduction]; GO:0005615 [Name: extracellular space]; GO:0005576 [Name: extracellular region]; GO:0008083 [Name: growth factor activity]	glass bottom boat
N5.HOG0019438	jg11154.t1	129220755	XM_054855184	GO:0005515 [Name: protein binding]	BMP-binding endothelial regulator protein-like
N5.HOG0019438	GJZJ01034498.1	129220755	XM_054855184	GO:0005515 [Name: protein binding]	BMP-binding endothelial regulator protein-like
N5.HOG0019864	jg10915.t2	129221517	XM_054856007	GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0001708 [Name: cell fate specification]; GO:0005634 [Name: nucleus]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0045893 [Name: positive regulation of transcription, DNA-templated]	optomotor-blind protein-like
N5.HOG0019894	GJZJ01146519.1	129222597	XM_054857111	-	cyclic GMP-AMP synthase-like receptor
N5.HOG0019898	jg26280.t2	129232483	XM_054866633	GO:0003723 [Name: RNA binding]; GO:0034063 [Name: stress granule assembly]; GO:0010494 [Name: cytoplasmic stress granule]	ataxin-2-like protein
N5.HOG0019898	GJZJ01219627.1	129232483	XM_054866633	GO:0003723 [Name: RNA binding]; GO:0034063 [Name: stress granule assembly]; GO:0010494 [Name: cytoplasmic stress granule]	ataxin-2-like protein
N5.HOG0019899	GJZJ01053644.1	129227472	XM_054862040	GO:0010494 [Name: cytoplasmic stress granule]; GO:0034063 [Name: stress granule assembly]; GO:0003723 [Name: RNA binding]	ataxin-2-like protein
N5.HOG0019899	jg7978.t2	129227472	XM_054862040	GO:0010494 [Name: cytoplasmic stress granule]; GO:0034063 [Name: stress granule assembly]; GO:0003723 [Name: RNA binding]	ataxin-2-like protein
N5.HOG0019899	jg7978.t1	129227472	XM_054862040	GO:0010494 [Name: cytoplasmic stress granule]; GO:0034063 [Name: stress granule assembly]; GO:0003723 [Name: RNA binding]	ataxin-2-like protein
N5.HOG0020132	GJZJ01177764.1	129222314	XM_054856804	GO:0005507 [Name: copper ion binding]; GO:0019430 [Name: removal of superoxide radicals]	copper chaperone for superoxide dismutase-like
N5.HOG0020141	GJZJ01153935.1	129220857	XM_054855288	GO:0016020 [Name: membrane]	uncharacterized LOC129220857
N5.HOG0020145	GJZJ01247709.1	129222110	XM_054856553	GO:0017118 [Name: lipoyltransferase activity]; GO:0005739 [Name: mitochondrion]; GO:0005737 [Name: cytoplasm]; GO:0009249 [Name: protein lipoylation]	lipoyltransferase 1, mitochondrial-like
N5.HOG0020382	jg5993.t1	129228213	XM_054862876	GO:0005737 [Name: cytoplasm]; GO:0008593 [Name: regulation of Notch signaling pathway]; GO:0005886 [Name: plasma membrane]; GO:0045159 [Name: myosin II binding]; GO:0050708 [Name: regulation of protein secretion]; GO:0019905 [Name: syntaxin binding]; GO:0030866 [Name: cortical actin cytoskeleton organization]; GO:0032878 [Name: regulation of establishment or maintenance of cell polarity]; GO:0005096 [Name: GTPase activator activity]; GO:0030864 [Name: cortical actin cytoskeleton]; GO:0051294 [Name: establishment of spindle orientation]	lethal(2) giant larvae protein homolog 1-like
N5.HOG0020382	GJZJ01088110.1	129228213	XM_054862876	GO:0005737 [Name: cytoplasm]; GO:0008593 [Name: regulation of Notch signaling pathway]; GO:0005886 [Name: plasma membrane]; GO:0045159 [Name: myosin II binding]; GO:0050708 [Name: regulation of protein secretion]; GO:0019905 [Name: syntaxin binding]; GO:0030866 [Name: cortical actin cytoskeleton organization]; GO:0032878 [Name: regulation of establishment or maintenance of cell polarity]; GO:0005096 [Name: GTPase activator activity]; GO:0030864 [Name: cortical actin cytoskeleton]; GO:0051294 [Name: establishment of spindle orientation]	lethal(2) giant larvae protein homolog 1-like
N5.HOG0020441	GJZJ01205774.1	129227064	XM_054861708	GO:0003723 [Name: RNA binding]; GO:0004842 [Name: ubiquitin-protein transferase activity]; GO:0016567 [Name: protein ubiquitination]; GO:0030014 [Name: CCR4-NOT complex]	CCR4-NOT transcription complex subunit 4-like
N5.HOG0020485	GJZJ01222934.1	129227715	XM_054862316	GO:0009058 [Name: biosynthetic process]; GO:0016844 [Name: strictosidine synthase activity]	adipocyte plasma membrane-associated protein-like
N5.HOG0020485	jg6149.t1	129227715	XM_054862316	GO:0009058 [Name: biosynthetic process]; GO:0016844 [Name: strictosidine synthase activity]	adipocyte plasma membrane-associated protein-like
N5.HOG0020583	GJZJ01107388.1	129228205	XM_054862872	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0007420 [Name: brain development]; GO:0005634 [Name: nucleus]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	POU domain, class 3, transcription factor 4-like
