HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0025064	GJZJ01069512.1	129221281	XM_054855738	GO:0043652 [Name: engulfment of apoptotic cell]; GO:0070782 [Name: phosphatidylserine exposure on apoptotic cell surface]; GO:0005886 [Name: plasma membrane]; GO:1902742 [Name: apoptotic process involved in development]	XK-related protein 6-like
N5.HOG0026569	GJZJ01039019.1	129229382	XM_054863675	GO:0055085 [Name: transmembrane transport]; GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]	facilitated trehalose transporter Tret1-like
N5.HOG0026569	GJZJ01190983.1	129224327	XM_054858764	GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]; GO:0022857 [Name: transmembrane transporter activity]	facilitated trehalose transporter Tret1-like
N5.HOG0027246	jg40557.t1	129230682	XM_054865100	GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0005515 [Name: protein binding]; GO:0016020 [Name: membrane]	protein toll-like
N5.HOG0027246	GJZJ01070278.1	129230682	XM_054865100	GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0005515 [Name: protein binding]; GO:0016020 [Name: membrane]	protein toll-like
N5.HOG0027246	GJZJ01199263.1	129229907	XM_054864288	GO:0016020 [Name: membrane]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]	protein toll-like
N5.HOG0027246	jg44078.t1	129229907	XM_054864288	GO:0016020 [Name: membrane]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0004888 [Name: transmembrane signaling receptor activity]; GO:0006955 [Name: immune response]	protein toll-like
N5.HOG0027833	jg12532.t1	129221128	XM_054855573	GO:0005847 [Name: mRNA cleavage and polyadenylation specificity factor complex]; GO:0003729 [Name: mRNA binding]; GO:0031124 [Name: mRNA 3'-end processing]	cleavage stimulation factor subunit 2-like
N5.HOG0028630	GJZJ01136435.1	129219697	XM_054853980	GO:0005509 [Name: calcium ion binding]; GO:0047498 [Name: calcium-dependent phospholipase A2 activity]; GO:0006644 [Name: phospholipid metabolic process]; GO:0005543 [Name: phospholipid binding]; GO:0016042 [Name: lipid catabolic process]; GO:0050482 [Name: arachidonic acid secretion]	neutral phospholipase A2 3-like
N5.HOG0028853	jg10134.t1	129220099	XM_054854439	GO:0003729 [Name: mRNA binding]; GO:0033962 [Name: cytoplasmic mRNA processing body assembly]; GO:0000932 [Name: P-body]; GO:0034063 [Name: stress granule assembly]	protein LSM14 homolog A-like
N5.HOG0029905	GJZJ01001531.1	129226039	XM_054860615	GO:0006814 [Name: sodium ion transport]	COMM domain-containing protein 3-like
N5.HOG0030042	jg9917.t1	129220730	XM_054855162	-	uncharacterized LOC129220730
N5.HOG0030051	GJZJ01007540.1	129220730	XM_054855162	-	uncharacterized LOC129220730
N5.HOG0030051	GJZJ01007540.1	129217103	XM_054851351	GO:0005762 [Name: mitochondrial large ribosomal subunit]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]; GO:0032543 [Name: mitochondrial translation]	mitochondrial ribosomal protein L23
N5.HOG0030685	jg8411.t1	129227393	XM_054861943	GO:0005737 [Name: cytoplasm]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0005634 [Name: nucleus]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005515 [Name: protein binding]	LIM domain kinase 1
N5.HOG0030685	GJZJ01119941.1	129227393	XM_054861943	GO:0005737 [Name: cytoplasm]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0005634 [Name: nucleus]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005515 [Name: protein binding]	LIM domain kinase 1
N5.HOG0030686	jg8413.t1	129227393	XM_054861943	GO:0005737 [Name: cytoplasm]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0005634 [Name: nucleus]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005515 [Name: protein binding]	LIM domain kinase 1
N5.HOG0030728	GJZJ01068339.1	129225340	XM_054859912	GO:0005739 [Name: mitochondrion]	protein NipSnap-like
N5.HOG0031616	GJZJ01167631.1	129229680	XM_054864038	-	uncharacterized LOC129229680
N5.HOG0031747	GJZJ01179775.1	129216914	XM_054851132	GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0090575 [Name: RNA polymerase II transcription factor complex]; GO:0003700 [Name: transcription factor activity, sequence-specific DNA binding]; GO:0046983 [Name: protein dimerization activity]	protein max-like
N5.HOG0032002	jg11898.t1	129220871	XM_054855304	GO:0005515 [Name: protein binding]; GO:0005829 [Name: cytosol]; GO:0022008 [Name: neurogenesis]	BTB/POZ domain-containing protein 6-like
N5.HOG0032002	GJZJ01142769.1	129226009	XM_054860583	GO:0005515 [Name: protein binding]; GO:0005829 [Name: cytosol]; GO:0022008 [Name: neurogenesis]; GO:0000932 [Name: P-body]	BTB/POZ domain-containing protein 3-like
N5.HOG0032709	GJZJ01249830.1	129225281	XM_054859868	GO:0005515 [Name: protein binding]	protein phosphatase 1 regulatory subunit 37-like
N5.HOG0032710	jg31574.t1	129225281	XM_054859868	GO:0005515 [Name: protein binding]	protein phosphatase 1 regulatory subunit 37-like
N5.HOG0032713	GJZJ01024458.1	129225281	XM_054859868	GO:0005515 [Name: protein binding]	protein phosphatase 1 regulatory subunit 37-like
N5.HOG0034024	jg2562.t1	129227063	XM_054861707	GO:0009039 [Name: urease activity]; GO:0016151 [Name: nickel cation binding]; GO:0043419 [Name: urea catabolic process]; GO:0035550 [Name: urease complex]	urease subunit alpha-like
N5.HOG0034024	GJZJ01076812.1	129227063	XM_054861707	GO:0009039 [Name: urease activity]; GO:0016151 [Name: nickel cation binding]; GO:0043419 [Name: urea catabolic process]; GO:0035550 [Name: urease complex]	urease subunit alpha-like
N5.HOG0034079	GJZJ01021980.1	129227739	XM_054862347	-	Actin-related protein 1
N5.HOG0034079	GJZJ01021980.1	129234279	XM_054868275	GO:0003712 [Name: transcription cofactor activity]; GO:0016592 [Name: mediator complex]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	mediator complex subunit 21
N5.HOG0034119	jg34129.t1	129235181	XM_054868875	GO:0042989 [Name: sequestering of actin monomers]; GO:0003785 [Name: actin monomer binding]; GO:0005938 [Name: cell cortex]	uncharacterized LOC129235181
N5.HOG0034424	GJZJ01206674.1	129231441	XM_054865756	GO:0035556 [Name: intracellular signal transduction]; GO:0005524 [Name: ATP binding]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0005634 [Name: nucleus]; GO:0006468 [Name: protein phosphorylation]; GO:0043065 [Name: positive regulation of apoptotic process]	myosin light chain kinase, smooth muscle-like
N5.HOG0034641	GJZJ01002303.1	129225307	XM_054859898	GO:0007165 [Name: signal transduction]; GO:0005737 [Name: cytoplasm]	14-3-3 protein epsilon
N5.HOG0034948	jg25081.t1	129234672	XM_054868715	-	basigin-like
N5.HOG0034950	GJZJ01192351.1	129224260	XM_054858687	-	hemicentin-1-like
N5.HOG0034984	GJZJ01247404.1	129224197	XM_054858615	GO:0005515 [Name: protein binding]	myotrophin-like
N5.HOG0035166	GJZJ01139841.1	129228157	XM_054862810	GO:0005634 [Name: nucleus]; GO:0008270 [Name: zinc ion binding]; GO:0009452 [Name: 7-methylguanosine RNA capping]; GO:0071164 [Name: RNA trimethylguanosine synthase activity]; GO:0036261 [Name: 7-methylguanosine cap hypermethylation]	trimethylguanosine synthase-like
N5.HOG0035166	jg1158.t1	129232097	XM_054866334	GO:0036261 [Name: 7-methylguanosine cap hypermethylation]; GO:0008270 [Name: zinc ion binding]; GO:0009452 [Name: 7-methylguanosine RNA capping]; GO:0005634 [Name: nucleus]; GO:0071164 [Name: RNA trimethylguanosine synthase activity]	trimethylguanosine synthase-like
N5.HOG0035166	jg6687.t1	129228157	XM_054862809	GO:0005634 [Name: nucleus]; GO:0008270 [Name: zinc ion binding]; GO:0009452 [Name: 7-methylguanosine RNA capping]; GO:0071164 [Name: RNA trimethylguanosine synthase activity]; GO:0036261 [Name: 7-methylguanosine cap hypermethylation]	trimethylguanosine synthase-like
N5.HOG0035167	jg34152.t1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035167	jg34155.t1	129217079	XM_054851328	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035169	GJZJ01112221.1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035170	GJZJ01170629.1	129217078	XM_054851327	GO:0004423 [Name: iduronate-2-sulfatase activity]	iduronate 2-sulfatase-like
N5.HOG0035667	GJZJ01031908.1	129227356	XM_054861903	GO:0005737 [Name: cytoplasm]; GO:0005509 [Name: calcium ion binding]; GO:0016460 [Name: myosin II complex]; GO:0032036 [Name: myosin heavy chain binding]; GO:0009791 [Name: post-embryonic development]; GO:0040011 [Name: locomotion]	myosin regulatory light chain sqh-like
N5.HOG0035667	jg7496.t1	129227356	XM_054861903	GO:0005737 [Name: cytoplasm]; GO:0005509 [Name: calcium ion binding]; GO:0016460 [Name: myosin II complex]; GO:0032036 [Name: myosin heavy chain binding]; GO:0009791 [Name: post-embryonic development]; GO:0040011 [Name: locomotion]	myosin regulatory light chain sqh-like
N5.HOG0035715	GJZJ01087409.1	129221201	XM_054855653	GO:0001522 [Name: pseudouridine synthesis]; GO:0003723 [Name: RNA binding]; GO:0009982 [Name: pseudouridine synthase activity]	pseudouridylate synthase RPUSD2-like
N5.HOG0035747	GJZJ01021074.1	129227580	XM_054862164	GO:0003729 [Name: mRNA binding]; GO:0006397 [Name: mRNA processing]; GO:0043484 [Name: regulation of RNA splicing]; GO:0005634 [Name: nucleus]	heterogeneous nuclear ribonucleoprotein L
N5.HOG0035751	jg6269.t1	129227580	XM_054862164	GO:0003729 [Name: mRNA binding]; GO:0006397 [Name: mRNA processing]; GO:0043484 [Name: regulation of RNA splicing]; GO:0005634 [Name: nucleus]	heterogeneous nuclear ribonucleoprotein L
N5.HOG0036243	GJZJ01247398.1	129228142	XM_054862788	GO:0035151 [Name: regulation of tube size, open tracheal system]; GO:0005918 [Name: septate junction]; GO:0019991 [Name: septate junction assembly]; GO:0016020 [Name: membrane]	uncharacterized LOC129228142
N5.HOG0036245	GJZJ01270324.1	129233781	XM_054867757	GO:0003723 [Name: RNA binding]	nucleolin-like
N5.HOG0036254	GJZJ01054274.1	129223783	XM_054858144	GO:0006412 [Name: translation]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]; GO:0005515 [Name: protein binding]; GO:0022627 [Name: cytosolic small ribosomal subunit]	FAU ubiquitin-like and ribosomal protein S30
N5.HOG0036254	GJZJ01264036.1	129234264	XM_054868258	GO:0022627 [Name: cytosolic small ribosomal subunit]; GO:0005515 [Name: protein binding]; GO:0006412 [Name: translation]; GO:0003735 [Name: structural constituent of ribosome]; GO:0005840 [Name: ribosome]	FAU ubiquitin-like and ribosomal protein S30
N5.HOG0036996	GJZJ01108634.1	129223423	XM_054858025	GO:0006302 [Name: double-strand break repair]; GO:0070531 [Name: BRCA1-A complex]; GO:0070552 [Name: BRISC complex]	BRISC and BRCA1-A complex member 2-like
N5.HOG0037691	jg18706.t1	129219015	XM_054853335	GO:0003333 [Name: amino acid transmembrane transport]; GO:0016020 [Name: membrane]; GO:0015179 [Name: L-amino acid transmembrane transporter activity]	large neutral amino acids transporter small subunit 2-like
N5.HOG0037859	jg37471.t1	129216840	XM_054851057	-	protein FAM43A-like
N5.HOG0038256	GJZJ01063496.1	129233781	XM_054867757	GO:0003723 [Name: RNA binding]	nucleolin-like
N5.HOG0038686	GJZJ01240987.1	129229507	XM_054863825	-	uncharacterized transmembrane protein DDB_G0289901-like
N5.HOG0038692	GJZJ01133918.1	129226096	XM_054860689	GO:0004588 [Name: orotate phosphoribosyltransferase activity]; GO:0004590 [Name: orotidine-5'-phosphate decarboxylase activity]; GO:0044205 [Name: 'de novo' UMP biosynthetic process]; GO:0006207 [Name: 'de novo' pyrimidine nucleobase biosynthetic process]	rudimentary-like
N5.HOG0039595	GJZJ01087200.1	129225573	XM_054860021	GO:0016192 [Name: vesicle-mediated transport]; GO:0005525 [Name: GTP binding]; GO:0003924 [Name: GTPase activity]; GO:0005737 [Name: cytoplasm]; GO:0006886 [Name: intracellular protein transport]	ADP-ribosylation factor 6
N5.HOG0039803	GJZJ01233186.1	129233945	XM_054867863	GO:0048188 [Name: Set1C/COMPASS complex]	protein dpy-30 homolog
N5.HOG0040215	GJZJ01000210.1	129227720	XM_054862323	GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0005634 [Name: nucleus]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]	gastrula zinc finger protein XlCGF7.1-like
N5.HOG0040254	GJZJ01069452.1	129235158	XM_054868849	GO:0000785 [Name: chromatin]; GO:0008270 [Name: zinc ion binding]; GO:0004842 [Name: ubiquitin-protein transferase activity]; GO:0005654 [Name: nucleoplasm]; GO:0045893 [Name: positive regulation of transcription, DNA-templated]	E3 ubiquitin-protein ligase TRIM33-like
N5.HOG0040254	jg34030.t1	129235158	XM_054868849	GO:0000785 [Name: chromatin]; GO:0008270 [Name: zinc ion binding]; GO:0004842 [Name: ubiquitin-protein transferase activity]; GO:0005654 [Name: nucleoplasm]; GO:0045893 [Name: positive regulation of transcription, DNA-templated]	E3 ubiquitin-protein ligase TRIM33-like
N5.HOG0040387	jg2308.t1	129226338	XM_054860940	GO:0005085 [Name: guanyl-nucleotide exchange factor activity]; GO:0006887 [Name: exocytosis]; GO:0070319 [Name: Golgi to plasma membrane transport vesicle]	guanine nucleotide exchange factor for Rab-3A-like
N5.HOG0040749	jg26206.t1	129221427	XM_054855914	GO:0007340 [Name: acrosome reaction]; GO:0005515 [Name: protein binding]; GO:0004252 [Name: serine-type endopeptidase activity]; GO:0006508 [Name: proteolysis]	serine protease nudel-like
N5.HOG0040749	GJZJ01052240.1	129221427	XM_054855914	GO:0007340 [Name: acrosome reaction]; GO:0005515 [Name: protein binding]; GO:0004252 [Name: serine-type endopeptidase activity]; GO:0006508 [Name: proteolysis]	serine protease nudel-like
N5.HOG0041065	GJZJ01225428.1	129224036	XM_054858434	GO:0008113 [Name: peptide-methionine (S)-S-oxide reductase activity]	peptide methionine sulfoxide reductase-like
N5.HOG0041239	GJZJ01269671.1	129222102	XM_054856542	GO:0008061 [Name: chitin binding]; GO:0005576 [Name: extracellular region]	protein obstructor-E-like
N5.HOG0041350	GJZJ01079177.1	129217689	XM_054852022	GO:0009306 [Name: protein secretion]; GO:0072659 [Name: protein localization to plasma membrane]; GO:0005886 [Name: plasma membrane]; GO:0003924 [Name: GTPase activity]; GO:0005768 [Name: endosome]; GO:0008021 [Name: synaptic vesicle]; GO:0005525 [Name: GTP binding]; GO:0017157 [Name: regulation of exocytosis]; GO:0006904 [Name: vesicle docking involved in exocytosis]	RAS oncogene family member Rab3
N5.HOG0041902	GJZJ01091694.1	129221955	XM_054856351	GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0035102 [Name: PRC1 complex]	polycomb group RING finger protein 3-like
N5.HOG0041972	GJZJ01009654.1	129218389	XM_054852635	GO:0005515 [Name: protein binding]	IDLSRF-like peptide
N5.HOG0042198	GJZJ01190422.1	129222661	XM_054857191	GO:0044613 [Name: nuclear pore central transport channel]; GO:0006606 [Name: protein import into nucleus]	probable nuclear transport factor 2
N5.HOG0042691	GJZJ01242469.1	129218509	XM_054852797	GO:0005634 [Name: nucleus]	uncharacterized LOC129218509
N5.HOG0042953	GJZJ01216023.1	129218522	XM_054852811	GO:0007064 [Name: mitotic sister chromatid cohesion]; GO:0031390 [Name: Ctf18 RFC-like complex]	chromosome transmission fidelity protein 8 homolog
N5.HOG0042953	GJZJ01216023.1	129218521	XM_054852810	GO:0003712 [Name: transcription cofactor activity]; GO:0005634 [Name: nucleus]; GO:0070063 [Name: RNA polymerase binding]	transcription elongation regulator 1-like
N5.HOG0043967	jg12549.t1	129220260	XM_054854642	-	motile sperm domain-containing protein 2-like
N5.HOG0044104	GJZJ01260717.1	129234686	XM_054868730	GO:0016591 [Name: DNA-directed RNA polymerase II, holoenzyme]; GO:0031124 [Name: mRNA 3'-end processing]; GO:0000993 [Name: RNA polymerase II core binding]	regulation of nuclear pre-mRNA domain-containing protein 2-like
N5.HOG0044303	GJZJ01075880.1	129216206	XM_054850392	-	biorientation of chromosomes in cell division protein 1-like 1
N5.HOG0044684	GJZJ01219558.1	129220553	XM_054854984	GO:0005813 [Name: centrosome]; GO:0005515 [Name: protein binding]; GO:0060287 [Name: epithelial cilium movement involved in determination of left/right asymmetry]; GO:0036064 [Name: ciliary basal body]	centriole and centriolar satellite protein OFD1-like
N5.HOG0044684	jg9846.t1	129220553	XM_054854984	GO:0005813 [Name: centrosome]; GO:0005515 [Name: protein binding]; GO:0060287 [Name: epithelial cilium movement involved in determination of left/right asymmetry]; GO:0036064 [Name: ciliary basal body]	centriole and centriolar satellite protein OFD1-like
N5.HOG0045486	GJZJ01147206.1	129229768	XM_054864141	GO:0005634 [Name: nucleus]; GO:0006325 [Name: chromatin organization]; GO:0006355 [Name: regulation of transcription, DNA-templated]; GO:0043565 [Name: sequence-specific DNA binding]; GO:0008270 [Name: zinc ion binding]	GATA zinc finger domain-containing protein 1-like
N5.HOG0046571	GJZJ01199557.1	129230982	XM_054865224	GO:0000209 [Name: protein polyubiquitination]; GO:0008592 [Name: regulation of Toll signaling pathway]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0005515 [Name: protein binding]	E3 ubiquitin-protein ligase pellino
N5.HOG0046571	jg14268.t1	129230982	XM_054865224	GO:0000209 [Name: protein polyubiquitination]; GO:0008592 [Name: regulation of Toll signaling pathway]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0005515 [Name: protein binding]	E3 ubiquitin-protein ligase pellino
N5.HOG0046935	jg5866.t1	129227981	XM_054862607	GO:0005737 [Name: cytoplasm]; GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0045893 [Name: positive regulation of transcription, DNA-templated]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0005654 [Name: nucleoplasm]; GO:0016567 [Name: protein ubiquitination]	E3 ubiquitin-protein ligase RNF115-like
N5.HOG0046935	GJZJ01135983.1	129227981	XM_054862607	GO:0005737 [Name: cytoplasm]; GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0045893 [Name: positive regulation of transcription, DNA-templated]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0005654 [Name: nucleoplasm]; GO:0016567 [Name: protein ubiquitination]	E3 ubiquitin-protein ligase RNF115-like
N5.HOG0047146	GJZJ01198121.1	129221449	XM_054855933	GO:0006629 [Name: lipid metabolic process]; GO:0005515 [Name: protein binding]; GO:0004806 [Name: triglyceride lipase activity]	inactive pancreatic lipase-related protein 1-like
N5.HOG0047199	jg17671.t1	129218471	XM_054852750	-	uncharacterized LOC129218471
N5.HOG0047199	GJZJ01235602.1	129218471	XM_054852750	-	uncharacterized LOC129218471
N5.HOG0047590	GJZJ01047913.1	129228553	XM_054863236	GO:0006355 [Name: regulation of transcription, DNA-templated]; GO:0003676 [Name: nucleic acid binding]; GO:0031213 [Name: RSF complex]	histone-lysine N-methyltransferase SETD1B-like
N5.HOG0048186	GJZJ01159594.1	129218892	XM_054853213	GO:0001678 [Name: cellular glucose homeostasis]; GO:0005739 [Name: mitochondrion]; GO:0006096 [Name: glycolytic process]; GO:0051156 [Name: glucose 6-phosphate metabolic process]; GO:0019158 [Name: mannokinase activity]; GO:0005829 [Name: cytosol]; GO:0008865 [Name: fructokinase activity]; GO:0004340 [Name: glucokinase activity]; GO:0005524 [Name: ATP binding]; GO:0005536 [Name: glucose binding]	hexokinase-1-like
N5.HOG0048201	GJZJ01093835.1	129223337	XM_054857904	GO:0055085 [Name: transmembrane transport]; GO:0016020 [Name: membrane]; GO:0022857 [Name: transmembrane transporter activity]	choline transporter-like protein 2
N5.HOG0048201	jg23488.t1	129223337	XM_054857904	GO:0055085 [Name: transmembrane transport]; GO:0016020 [Name: membrane]; GO:0022857 [Name: transmembrane transporter activity]	choline transporter-like protein 2
N5.HOG0048321	GJZJ01187590.1	129225707	XM_054860190	-	trans-Golgi network integral membrane protein 2-like
N5.HOG0048452	GJZJ01222812.1	129227394	XM_054861945	GO:0005634 [Name: nucleus]; GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0045739 [Name: positive regulation of DNA repair]; GO:0007275 [Name: multicellular organism development]; GO:2001240 [Name: negative regulation of extrinsic apoptotic signaling pathway in absence of ligand]; GO:0030154 [Name: cell differentiation]	eya transcriptional coactivator and phosphatase 2
N5.HOG0048453	GJZJ01224064.1	129227394	XM_054861945	GO:0005634 [Name: nucleus]; GO:0004725 [Name: protein tyrosine phosphatase activity]; GO:0045739 [Name: positive regulation of DNA repair]; GO:0007275 [Name: multicellular organism development]; GO:2001240 [Name: negative regulation of extrinsic apoptotic signaling pathway in absence of ligand]; GO:0030154 [Name: cell differentiation]	eya transcriptional coactivator and phosphatase 2
N5.HOG0048466	GJZJ01058447.1	129228232	XM_054862897	GO:0006508 [Name: proteolysis]; GO:0070006 [Name: metalloaminopeptidase activity]; GO:0030145 [Name: manganese ion binding]; GO:0005737 [Name: cytoplasm]	cytosol aminopeptidase-like
N5.HOG0048900	GJZJ01146203.1	129226038	XM_054860618	GO:0005829 [Name: cytosol]; GO:0046890 [Name: regulation of lipid biosynthetic process]	mid1-interacting protein 1-B-like
N5.HOG0049214	GJZJ01278498.1	129227566	XM_054862148	GO:0003684 [Name: damaged DNA binding]; GO:0005634 [Name: nucleus]; GO:0000012 [Name: single strand break repair]; GO:0006303 [Name: double-strand break repair via nonhomologous end joining]; GO:0006284 [Name: base-excision repair]	DNA repair protein XRCC1
N5.HOG0050251	GJZJ01185730.1	129228211	XM_054862878	GO:0006470 [Name: protein dephosphorylation]; GO:0030837 [Name: negative regulation of actin filament polymerization]; GO:0003779 [Name: actin binding]; GO:0030036 [Name: actin cytoskeleton organization]; GO:0005737 [Name: cytoplasm]; GO:0008138 [Name: protein tyrosine/serine/threonine phosphatase activity]	Protein phosphatase Slingshot
