HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0022350	GJZJ01149616.1	129231143	XM_054865391	GO:0031267 [Name: small GTPase binding]; GO:0042043 [Name: neurexin family protein binding]; GO:0006887 [Name: exocytosis]; GO:0070382 [Name: exocytic vesicle]; GO:0006886 [Name: intracellular protein transport]; GO:0005886 [Name: plasma membrane]	uncharacterized LOC129231143
N5.HOG0022354	GJZJ01153577.1	129231143	XM_054865391	GO:0031267 [Name: small GTPase binding]; GO:0042043 [Name: neurexin family protein binding]; GO:0006887 [Name: exocytosis]; GO:0070382 [Name: exocytic vesicle]; GO:0006886 [Name: intracellular protein transport]; GO:0005886 [Name: plasma membrane]	uncharacterized LOC129231143
N5.HOG0022355	GJZJ01170360.1	129231143	XM_054865391	GO:0031267 [Name: small GTPase binding]; GO:0042043 [Name: neurexin family protein binding]; GO:0006887 [Name: exocytosis]; GO:0070382 [Name: exocytic vesicle]; GO:0006886 [Name: intracellular protein transport]; GO:0005886 [Name: plasma membrane]	uncharacterized LOC129231143
N5.HOG0022355	jg14892.t1	129231143	XM_054865391	GO:0031267 [Name: small GTPase binding]; GO:0042043 [Name: neurexin family protein binding]; GO:0006887 [Name: exocytosis]; GO:0070382 [Name: exocytic vesicle]; GO:0006886 [Name: intracellular protein transport]; GO:0005886 [Name: plasma membrane]	uncharacterized LOC129231143
N5.HOG0022365	GJZJ01249692.1	129231143	XM_054865391	GO:0031267 [Name: small GTPase binding]; GO:0042043 [Name: neurexin family protein binding]; GO:0006887 [Name: exocytosis]; GO:0070382 [Name: exocytic vesicle]; GO:0006886 [Name: intracellular protein transport]; GO:0005886 [Name: plasma membrane]	uncharacterized LOC129231143
N5.HOG0022435	GJZJ01149815.1	129217281	XM_054851552	GO:0003824 [Name: catalytic activity]; GO:0030151 [Name: molybdenum ion binding]; GO:0030170 [Name: pyridoxal phosphate binding]	mitochondrial amidoxime reducing component 2-like
N5.HOG0022435	GJZJ01164832.1	129216009	XM_054850146	GO:0030151 [Name: molybdenum ion binding]; GO:0003824 [Name: catalytic activity]; GO:0030170 [Name: pyridoxal phosphate binding]	mitochondrial amidoxime reducing component 2-like
N5.HOG0023613	GJZJ01204621.1	129227663	XM_054862255	GO:0004089 [Name: carbonate dehydratase activity]; GO:0008270 [Name: zinc ion binding]	carbonic anhydrase 2-like
N5.HOG0023613	GJZJ01265119.1	129228029	XM_054862655	GO:0004089 [Name: carbonate dehydratase activity]; GO:0008270 [Name: zinc ion binding]	carbonic anhydrase-like
N5.HOG0024060	GJZJ01271647.1	129218972	XM_054853291	GO:0005737 [Name: cytoplasm]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0000226 [Name: microtubule cytoskeleton organization]; GO:0035556 [Name: intracellular signal transduction]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0050321 [Name: tau-protein kinase activity]	uncharacterized LOC129218972
N5.HOG0024060	jg18410.t1	129218972	XM_054853291	GO:0005737 [Name: cytoplasm]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0000226 [Name: microtubule cytoskeleton organization]; GO:0035556 [Name: intracellular signal transduction]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0050321 [Name: tau-protein kinase activity]	uncharacterized LOC129218972
N5.HOG0024065	GJZJ01107670.1	129218972	XM_054853291	GO:0005737 [Name: cytoplasm]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0000226 [Name: microtubule cytoskeleton organization]; GO:0035556 [Name: intracellular signal transduction]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0050321 [Name: tau-protein kinase activity]	uncharacterized LOC129218972
N5.HOG0024065	jg18408.t1	129218972	XM_054853291	GO:0005737 [Name: cytoplasm]; GO:0006468 [Name: protein phosphorylation]; GO:0005524 [Name: ATP binding]; GO:0000226 [Name: microtubule cytoskeleton organization]; GO:0035556 [Name: intracellular signal transduction]; GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0050321 [Name: tau-protein kinase activity]	uncharacterized LOC129218972
N5.HOG0024710	GJZJ01124406.1	129231146	XM_054865394	GO:0005802 [Name: trans-Golgi network]; GO:0006895 [Name: Golgi to endosome transport]; GO:0005768 [Name: endosome]	protein dopey-1-like
