HOG	udiv_genes	LOC	txpt	GO_terms	Description
N5.HOG0008662	GJZJ01160024.1	129235237	XM_054868946	GO:0031625 [Name: ubiquitin protein ligase binding]; GO:0005634 [Name: nucleus]; GO:0016567 [Name: protein ubiquitination]; GO:0031386 [Name: protein tag]; GO:0005737 [Name: cytoplasm]; GO:0019941 [Name: modification-dependent protein catabolic process]	polyubiquitin-C
N5.HOG0008694	GJZJ01155098.1	129235237	XM_054868946	GO:0031625 [Name: ubiquitin protein ligase binding]; GO:0005634 [Name: nucleus]; GO:0016567 [Name: protein ubiquitination]; GO:0031386 [Name: protein tag]; GO:0005737 [Name: cytoplasm]; GO:0019941 [Name: modification-dependent protein catabolic process]	polyubiquitin-C
N5.HOG0008698	GJZJ01183522.1	129235237	XM_054868946	GO:0031625 [Name: ubiquitin protein ligase binding]; GO:0005634 [Name: nucleus]; GO:0016567 [Name: protein ubiquitination]; GO:0031386 [Name: protein tag]; GO:0005737 [Name: cytoplasm]; GO:0019941 [Name: modification-dependent protein catabolic process]	polyubiquitin-C
N5.HOG0009320	GJZJ01274308.1	129232232	XM_054866446	-	uncharacterized LOC129232232
N5.HOG0009320	jg32561.t1	129232236	XM_054866451	-	protein ABHD11-like
N5.HOG0009320	jg32560.t2	129232232	XM_054866446	-	uncharacterized LOC129232232
N5.HOG0009320	GJZJ01122815.1	129223140	XM_054857709	GO:0003824 [Name: catalytic activity]	protein ABHD11-like
N5.HOG0009320	jg35235.t2	129217280	XM_054851549	GO:0005739 [Name: mitochondrion]; GO:0003824 [Name: catalytic activity]	protein ABHD11-like
N5.HOG0009320	GJZJ01230930.1	129232232	XM_054866446	-	uncharacterized LOC129232232
N5.HOG0009320	GJZJ01056094.1	129223149	XM_054857718	-	protein ABHD11-like
N5.HOG0009672	jg6820.t1	129233751	XM_054867730	GO:0004386 [Name: helicase activity]; GO:0031380 [Name: nuclear RNA-directed RNA polymerase complex]; GO:0031048 [Name: chromatin silencing by small RNA]	NFX1-type zinc finger-containing protein 1-like
N5.HOG0009695	jg6479.t1	129233751	XM_054867730	GO:0004386 [Name: helicase activity]; GO:0031380 [Name: nuclear RNA-directed RNA polymerase complex]; GO:0031048 [Name: chromatin silencing by small RNA]	NFX1-type zinc finger-containing protein 1-like
N5.HOG0009695	jg7312.t1	129233751	XM_054867730	GO:0004386 [Name: helicase activity]; GO:0031380 [Name: nuclear RNA-directed RNA polymerase complex]; GO:0031048 [Name: chromatin silencing by small RNA]	NFX1-type zinc finger-containing protein 1-like
N5.HOG0009695	GJZJ01067652.1	129233751	XM_054867730	GO:0004386 [Name: helicase activity]; GO:0031380 [Name: nuclear RNA-directed RNA polymerase complex]; GO:0031048 [Name: chromatin silencing by small RNA]	NFX1-type zinc finger-containing protein 1-like
N5.HOG0009695	jg6821.t1	129233751	XM_054867730	GO:0004386 [Name: helicase activity]; GO:0031380 [Name: nuclear RNA-directed RNA polymerase complex]; GO:0031048 [Name: chromatin silencing by small RNA]	NFX1-type zinc finger-containing protein 1-like
N5.HOG0009968	GJZJ01080614.1	129227814	XM_054862427	GO:0055085 [Name: transmembrane transport]; GO:0022857 [Name: transmembrane transporter activity]	protein unc-93 homolog A-like
N5.HOG0009968	jg8045.t1	129227814	XM_054862427	GO:0055085 [Name: transmembrane transport]; GO:0022857 [Name: transmembrane transporter activity]	protein unc-93 homolog A-like
N5.HOG0009968	GJZJ01098997.1	129227550	XM_054862130	GO:0005886 [Name: plasma membrane]; GO:0043266 [Name: regulation of potassium ion transport]; GO:0055120 [Name: striated muscle dense body]; GO:0006937 [Name: regulation of muscle contraction]; GO:0015459 [Name: potassium channel regulator activity]	protein unc-93 homolog A-like
N5.HOG0010536	jg39236.t1	129229791	XM_054864165	GO:0005634 [Name: nucleus]; GO:0000977 [Name: RNA polymerase II regulatory region sequence-specific DNA binding]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]	zinc finger protein 26-like
N5.HOG0010536	jg1178.t1	129233014	XM_054867093	GO:0070125 [Name: mitochondrial translational elongation]; GO:0003924 [Name: GTPase activity]; GO:0005525 [Name: GTP binding]; GO:0003746 [Name: translation elongation factor activity]; GO:0005739 [Name: mitochondrion]	elongation factor Tu, mitochondrial-like
N5.HOG0010632	jg35058.t1	129216480	XM_054850694	GO:0045165 [Name: cell fate commitment]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0000981 [Name: RNA polymerase II transcription factor activity, sequence-specific DNA binding]; GO:0008270 [Name: zinc ion binding]; GO:0000978 [Name: RNA polymerase II core promoter proximal region sequence-specific DNA binding]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]	transcription factor GATA-4-like
N5.HOG0010646	GJZJ01239293.1	129227526	XM_054862101	GO:0038023 [Name: signaling receptor activity]	macrophage mannose receptor 1-like
N5.HOG0010646	jg5912.t1	129227526	XM_054862101	GO:0038023 [Name: signaling receptor activity]	macrophage mannose receptor 1-like
N5.HOG0011073	GJZJ01271344.1	129216354	XM_054850570	-	uncharacterized LOC129216354
N5.HOG0011514	jg23236.t1	129223432	XM_054858043	GO:0005243 [Name: gap junction channel activity]; GO:0005886 [Name: plasma membrane]; GO:0005921 [Name: gap junction]; GO:0007602 [Name: phototransduction]	innexin inx2-like
N5.HOG0011514	GJZJ01146073.1	129223432	XM_054858043	GO:0005243 [Name: gap junction channel activity]; GO:0005886 [Name: plasma membrane]; GO:0005921 [Name: gap junction]; GO:0007602 [Name: phototransduction]	innexin inx2-like
N5.HOG0011535	GJZJ01088810.1	129221874	XM_054856241	GO:0005243 [Name: gap junction channel activity]; GO:0007602 [Name: phototransduction]; GO:0005886 [Name: plasma membrane]; GO:0005921 [Name: gap junction]	innexin inx2-like
N5.HOG0011852	GJZJ01208948.1	129235117	XM_054868806	GO:0004768 [Name: stearoyl-CoA 9-desaturase activity]; GO:0006636 [Name: unsaturated fatty acid biosynthetic process]; GO:0005506 [Name: iron ion binding]; GO:0005789 [Name: endoplasmic reticulum membrane]	acyl-CoA desaturase-like
N5.HOG0012276	jg16053.t1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0012276	GJZJ01143019.1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0012276	jg19656.t1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0012276	jg16896.t1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0012276	jg25244.t1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0012735	GJZJ01134655.1	129218486	XM_054852770	GO:0005509 [Name: calcium ion binding]; GO:0005783 [Name: endoplasmic reticulum]	reticulocalbin-2-like
N5.HOG0013382	GJZJ01276487.1	129226844	XM_054861474	GO:0005615 [Name: extracellular space]	uncharacterized LOC129226844
N5.HOG0013383	GJZJ01115391.1	129226844	XM_054861474	GO:0005615 [Name: extracellular space]	uncharacterized LOC129226844
N5.HOG0013385	jg4038.t1	129226844	XM_054861474	GO:0005615 [Name: extracellular space]	uncharacterized LOC129226844
N5.HOG0013396	GJZJ01250790.1	129234471	XM_054868472	GO:0004029 [Name: aldehyde dehydrogenase (NAD) activity]	aldehyde dehydrogenase 1A1-like
N5.HOG0013720	GJZJ01143019.1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0013720	jg20220.t1	129222174	XM_054856635	GO:0022857 [Name: transmembrane transporter activity]; GO:0016020 [Name: membrane]; GO:0055085 [Name: transmembrane transport]	organic cation transporter protein-like
N5.HOG0013720	jg20228.t1	129222496	XM_054857009	GO:0022857 [Name: transmembrane transporter activity]; GO:0055085 [Name: transmembrane transport]; GO:0016020 [Name: membrane]	organic cation transporter protein-like
N5.HOG0013780	GJZJ01187934.1	129218447	XM_054852722	GO:0080019 [Name: fatty-acyl-CoA reductase (alcohol-forming) activity]; GO:0035336 [Name: long-chain fatty-acyl-CoA metabolic process]; GO:0005777 [Name: peroxisome]	putative fatty acyl-CoA reductase CG5065
N5.HOG0013841	GJZJ01215864.1	129220240	XM_054854607	-	uncharacterized LOC129220240
N5.HOG0013841	GJZJ01215864.1	129220023	XM_054854351	GO:0016020 [Name: membrane]; GO:0071805 [Name: potassium ion transmembrane transport]; GO:0030322 [Name: stabilization of membrane potential]; GO:0022841 [Name: potassium ion leak channel activity]	TWiK family of potassium channels protein 7-like
N5.HOG0013841	jg11765.t1	129220023	XM_054854351	GO:0016020 [Name: membrane]; GO:0071805 [Name: potassium ion transmembrane transport]; GO:0030322 [Name: stabilization of membrane potential]; GO:0022841 [Name: potassium ion leak channel activity]	TWiK family of potassium channels protein 7-like
N5.HOG0014285	GJZJ01272792.1	129220214	XM_054854579	GO:0003333 [Name: amino acid transmembrane transport]; GO:0015179 [Name: L-amino acid transmembrane transporter activity]; GO:0016020 [Name: membrane]	Y+L amino acid transporter 2-like
N5.HOG0014442	GJZJ01140510.1	129228091	XM_054862730	-	U3-aranetoxin-Ce1a-like
N5.HOG0014442	GJZJ01218010.1	129228063	XM_054862697	-	U9-ctenitoxin-Pr1a-like
N5.HOG0014651	GJZJ01121723.1	129227253	XM_054861771	GO:0005509 [Name: calcium ion binding]	neurogenic locus notch homolog protein 1-like
N5.HOG0014651	jg8189.t1	129227253	XM_054861771	GO:0005509 [Name: calcium ion binding]	neurogenic locus notch homolog protein 1-like
N5.HOG0014831	GJZJ01257767.1	129226415	XM_054861016	GO:0005515 [Name: protein binding]	kielin/chordin-like protein
N5.HOG0014835	GJZJ01196782.1	129220112	XM_054854454	GO:0003723 [Name: RNA binding]; GO:0005737 [Name: cytoplasm]	heterogeneous nuclear ribonucleoprotein 27C-like
N5.HOG0014835	jg10617.t1	129220112	XM_054854452	GO:0003723 [Name: RNA binding]; GO:0005737 [Name: cytoplasm]	heterogeneous nuclear ribonucleoprotein 27C-like
N5.HOG0014841	GJZJ01210931.1	129220460	XM_054854879	-	uncharacterized LOC129220460
N5.HOG0014841	jg9002.t1	129220460	XM_054854879	-	uncharacterized LOC129220460
N5.HOG0014841	jg9001.t1	129219800	XM_054854105	GO:0003678 [Name: DNA helicase activity]; GO:0006281 [Name: DNA repair]; GO:0000723 [Name: telomere maintenance]	uncharacterized LOC129219800
N5.HOG0014841	jg8992.t1	129221493	XM_054855974	-	uncharacterized LOC129221493
N5.HOG0014841	GJZJ01113500.1	129221493	XM_054855974	-	uncharacterized LOC129221493
N5.HOG0014841	jg8993.t1	129220355	XM_054854763	-	uncharacterized LOC129220355
N5.HOG0014841	GJZJ01127627.1	129220355	XM_054854761	-	uncharacterized LOC129220355
N5.HOG0015039	jg23464.t1	129223329	XM_054857896	GO:0004867 [Name: serine-type endopeptidase inhibitor activity]; GO:0005615 [Name: extracellular space]	intracellular coagulation inhibitor 1-like
N5.HOG0015039	jg23462.t1	129222854	XM_054857407	GO:0005615 [Name: extracellular space]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	intracellular coagulation inhibitor 2-like
N5.HOG0015039	jg23463.t1	129222854	XM_054857407	GO:0005615 [Name: extracellular space]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	intracellular coagulation inhibitor 2-like
N5.HOG0015330	jg31634.t1	129225133	XM_054859694	GO:0005634 [Name: nucleus]; GO:0006397 [Name: mRNA processing]; GO:0003723 [Name: RNA binding]	RNA-binding protein 39-like
N5.HOG0015441	jg43752.t1	129221006	XM_054855442	GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0061630 [Name: ubiquitin protein ligase activity]	E3 ubiquitin-protein ligase RLIM-like
N5.HOG0015442	jg12601.t1	129221006	XM_054855442	GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0061630 [Name: ubiquitin protein ligase activity]	E3 ubiquitin-protein ligase RLIM-like
N5.HOG0016458	GJZJ01060759.1	129226070	XM_054860655	GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]; GO:0007165 [Name: signal transduction]; GO:0005515 [Name: protein binding]	cGMP-specific 3',5'-cyclic phosphodiesterase-like
N5.HOG0016459	GJZJ01039943.1	129226070	XM_054860655	GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]; GO:0007165 [Name: signal transduction]; GO:0005515 [Name: protein binding]	cGMP-specific 3',5'-cyclic phosphodiesterase-like
N5.HOG0016460	GJZJ01157324.1	129226070	XM_054860655	GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]; GO:0007165 [Name: signal transduction]; GO:0005515 [Name: protein binding]	cGMP-specific 3',5'-cyclic phosphodiesterase-like
N5.HOG0016460	jg2962.t2	129226070	XM_054860654	GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]; GO:0007165 [Name: signal transduction]; GO:0005515 [Name: protein binding]	cGMP-specific 3',5'-cyclic phosphodiesterase-like
N5.HOG0016686	GJZJ01219049.1	129229781	XM_054864155	GO:0008061 [Name: chitin binding]; GO:0005576 [Name: extracellular region]	U-scoloptoxin(01)-Er1a-like
N5.HOG0016850	jg27329.t1	129234104	XM_054867996	GO:0006468 [Name: protein phosphorylation]; GO:0004692 [Name: cGMP-dependent protein kinase activity]; GO:0005524 [Name: ATP binding]	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B-like
N5.HOG0016851	GJZJ01228631.1	129234104	XM_054867995	GO:0006468 [Name: protein phosphorylation]; GO:0004692 [Name: cGMP-dependent protein kinase activity]; GO:0005524 [Name: ATP binding]	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B-like
N5.HOG0016941	GJZJ01109536.1	129226993	XM_054861622	GO:0005737 [Name: cytoplasm]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]	uncharacterized short-chain type dehydrogenase/reductase y4vI-like
N5.HOG0016942	GJZJ01251900.1	129226433	XM_054861036	GO:0005737 [Name: cytoplasm]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
N5.HOG0016943	GJZJ01229948.1	129226060	XM_054860640	GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]; GO:0005737 [Name: cytoplasm]	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
N5.HOG0016943	jg5094.t1	129226060	XM_054860640	GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]; GO:0005737 [Name: cytoplasm]	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
N5.HOG0016943	GJZJ01206110.1	129226061	XM_054860642	GO:0005737 [Name: cytoplasm]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
N5.HOG0016943	GJZJ01098458.1	129226993	XM_054861622	GO:0005737 [Name: cytoplasm]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]	uncharacterized short-chain type dehydrogenase/reductase y4vI-like
N5.HOG0016943	jg5095.t1	129226993	XM_054861622	GO:0005737 [Name: cytoplasm]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]	uncharacterized short-chain type dehydrogenase/reductase y4vI-like
N5.HOG0016943	GJZJ01251900.1	129226433	XM_054861036	GO:0005737 [Name: cytoplasm]; GO:0016616 [Name: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
N5.HOG0017086	jg9411.t2	129220255	XM_054854631	GO:0005044 [Name: scavenger receptor activity]; GO:0005515 [Name: protein binding]	multiple EGF like domains draper
N5.HOG0017086	GJZJ01005790.1	129220255	XM_054854632	GO:0005515 [Name: protein binding]; GO:0005044 [Name: scavenger receptor activity]	multiple EGF like domains draper
N5.HOG0017158	GJZJ01267140.1	129227252	XM_054861770	GO:0006508 [Name: proteolysis]; GO:0008239 [Name: dipeptidyl-peptidase activity]; GO:0008236 [Name: serine-type peptidase activity]	prolyl endopeptidase FAP-like
N5.HOG0017349	GJZJ01052717.1	129220331	XM_054854735	GO:0016747 [Name: transferase activity, transferring acyl groups other than amino-acyl groups]	nose resistant to fluoxetine protein 6-like
N5.HOG0017350	jg28723.t1	129220331	XM_054854735	GO:0016747 [Name: transferase activity, transferring acyl groups other than amino-acyl groups]	nose resistant to fluoxetine protein 6-like
N5.HOG0017488	GJZJ01219050.1	129217363	XM_054851650	GO:0003987 [Name: acetate-CoA ligase activity]; GO:0016208 [Name: AMP binding]; GO:0019427 [Name: acetyl-CoA biosynthetic process from acetate]	acetyl-coenzyme A synthetase, cytoplasmic-like
N5.HOG0017501	jg35603.t1	129217363	XM_054851650	GO:0003987 [Name: acetate-CoA ligase activity]; GO:0016208 [Name: AMP binding]; GO:0019427 [Name: acetyl-CoA biosynthetic process from acetate]	acetyl-coenzyme A synthetase, cytoplasmic-like
N5.HOG0017508	GJZJ01118480.1	129217363	XM_054851650	GO:0003987 [Name: acetate-CoA ligase activity]; GO:0016208 [Name: AMP binding]; GO:0019427 [Name: acetyl-CoA biosynthetic process from acetate]	acetyl-coenzyme A synthetase, cytoplasmic-like
N5.HOG0017654	jg10437.t1	129219959	XM_054854276	GO:0006914 [Name: autophagy]; GO:0034271 [Name: phosphatidylinositol 3-kinase complex, class III, type I]; GO:0045324 [Name: late endosome to vacuole transport]; GO:0000045 [Name: autophagosome assembly]; GO:0000407 [Name: pre-autophagosomal structure]; GO:0006995 [Name: cellular response to nitrogen starvation]; GO:0034272 [Name: phosphatidylinositol 3-kinase complex, class III, type II]	beclin-1-like
N5.HOG0017829	jg19001.t1	129218398	XM_054852649	GO:0016485 [Name: protein processing]; GO:0005802 [Name: trans-Golgi network]; GO:0000139 [Name: Golgi membrane]; GO:0004252 [Name: serine-type endopeptidase activity]	furin-like protease 2
N5.HOG0017866	GJZJ01011621.1	129221889	XM_054856260	GO:0045087 [Name: innate immune response]; GO:0042834 [Name: peptidoglycan binding]; GO:0009253 [Name: peptidoglycan catabolic process]; GO:0008745 [Name: N-acetylmuramoyl-L-alanine amidase activity]; GO:0008270 [Name: zinc ion binding]	peptidoglycan-recognition protein 1-like
N5.HOG0017867	GJZJ01058336.1	129223193	XM_054857760	GO:0008270 [Name: zinc ion binding]; GO:0008745 [Name: N-acetylmuramoyl-L-alanine amidase activity]; GO:0009253 [Name: peptidoglycan catabolic process]	uncharacterized LOC129223193
N5.HOG0018536	jg39949.t1	129230744	XM_054865171	GO:0005737 [Name: cytoplasm]; GO:0097320 [Name: plasma membrane tubulation]; GO:0005886 [Name: plasma membrane]; GO:0030100 [Name: regulation of endocytosis]; GO:0005515 [Name: protein binding]; GO:0005543 [Name: phospholipid binding]; GO:0005768 [Name: endosome]; GO:0007010 [Name: cytoskeleton organization]	protein kinase C and casein kinase substrate in neurons protein 1-like
N5.HOG0018539	GJZJ01265928.1	129230744	XM_054865171	GO:0005737 [Name: cytoplasm]; GO:0097320 [Name: plasma membrane tubulation]; GO:0005886 [Name: plasma membrane]; GO:0030100 [Name: regulation of endocytosis]; GO:0005515 [Name: protein binding]; GO:0005543 [Name: phospholipid binding]; GO:0005768 [Name: endosome]; GO:0007010 [Name: cytoskeleton organization]	protein kinase C and casein kinase substrate in neurons protein 1-like
